Age_Var,Age_Level,Age_Label,Eth_Var,Eth_Level,Eth_Label,Sex_code,Sex_Label,DepMissing,Dep1,Dep2,Dep3,Dep4,Dep5,Dep6,Dep7,Dep8,Dep9,Dep10,Total
AgeGroup A,165,A:65+ yrs,EthIndAsian,54,Asian,1,Male,9,672,693,759,780,837,837,813,837,717,648,
AgeGroup A,165,A:65+ yrs,EthIndAsian,54,Asian,2,Female,6,741,780,906,897,921,885,903,960,780,690,
AgeGroup A,165,A:65+ yrs,EthIndAsian,54,Asian,99,Both Sexes,12,1413,1476,1665,1677,1758,1719,1716,1797,1500,1338,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndAsian,59,Non-Asian,1,Male,1083,20913,21621,21405,21606,21957,21564,21795,20052,18240,14631,
AgeGroup A,165,A:65+ yrs,EthIndAsian,59,Non-Asian,2,Female,2100,22638,24099,25131,26952,27570,27759,29112,27876,24531,18075,
AgeGroup A,165,A:65+ yrs,EthIndAsian,59,Non-Asian,99,Both Sexes,3183,43554,45717,46539,48558,49533,49326,50907,47928,42768,32706,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndEuro,66,European (NZ European and Other European),1,Male,999,18384,18984,18663,18909,19119,18603,18801,16866,14487,10005,
AgeGroup A,165,A:65+ yrs,EthIndEuro,66,European (NZ European and Other European),2,Female,1977,20394,21636,22557,24231,24543,24561,25497,23898,19965,12444,
AgeGroup A,165,A:65+ yrs,EthIndEuro,66,European (NZ European and Other European),99,Both Sexes,2973,38778,40623,41220,43140,43659,43164,44301,40764,34452,22449,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndEuro,69,Non-European,1,Male,93,3201,3327,3501,3480,3678,3798,3804,4023,4473,5274,
AgeGroup A,165,A:65+ yrs,EthIndEuro,69,Non-European,2,Female,129,2988,3243,3480,3618,3951,4086,4515,4938,5346,6321,
AgeGroup A,165,A:65+ yrs,EthIndEuro,69,Non-European,99,Both Sexes,222,6189,6570,6981,7098,7626,7881,8322,8964,9816,11595,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndMELAA,77,MELAA,1,Male,,39,39,48,36,30,48,48,42,57,51,
AgeGroup A,165,A:65+ yrs,EthIndMELAA,77,MELAA,2,Female,,48,54,54,51,48,48,48,54,66,69,
AgeGroup A,165,A:65+ yrs,EthIndMELAA,77,MELAA,99,Both Sexes,,87,93,99,87,78,93,96,93,123,120,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndMELAA,79,Non-MELAA,1,Male,1089,21546,22272,22116,22353,22764,22353,22557,20847,18900,15228,
AgeGroup A,165,A:65+ yrs,EthIndMELAA,79,Non-MELAA,2,Female,2106,23331,24825,25986,27798,28443,28596,29964,28785,25242,18696,
AgeGroup A,165,A:65+ yrs,EthIndMELAA,79,Non-MELAA,99,Both Sexes,3195,44877,47100,48102,50148,51210,50949,52524,49632,44145,33924,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",1,Male,78,2700,2658,2622,2517,2463,2322,2148,1875,1554,963,
AgeGroup A,165,A:65+ yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",2,Female,132,2394,2445,2517,2511,2655,2550,2685,2355,1944,1134,
AgeGroup A,165,A:65+ yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",99,Both Sexes,207,5094,5103,5139,5031,5121,4869,4833,4230,3498,2100,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",1,Male,1011,18888,19656,19542,19869,20334,20079,20457,19014,17406,14316,
AgeGroup A,165,A:65+ yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",2,Female,1974,20985,22434,23520,25338,25833,26097,27330,26484,23364,17631,
AgeGroup A,165,A:65+ yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",99,Both Sexes,2985,39873,42090,43062,45204,46167,46173,47787,45498,40770,31944,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,1,Male,1062,21258,21825,21522,21663,21888,21150,21177,18978,16128,11061,
AgeGroup A,165,A:65+ yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,2,Female,2070,22986,24273,25275,26949,27399,27201,28185,26331,21807,13533,
AgeGroup A,165,A:65+ yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,99,Both Sexes,3129,44247,46101,46797,48609,49290,48348,49359,45312,37935,24594,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,1,Male,30,324,486,642,726,906,1251,1431,1911,2829,4218,
AgeGroup A,165,A:65+ yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,2,Female,39,393,609,765,900,1092,1443,1830,2505,3501,5232,
AgeGroup A,165,A:65+ yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,99,Both Sexes,66,720,1095,1404,1626,1998,2694,3261,4413,6330,9447,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthTotal,11,Maori (Total),1,Male,18,3321,4305,5076,6093,7185,8751,10431,13152,17925,26388,
AgeGroup B,200,B: 0-14 yrs,EthTotal,11,Maori (Total),2,Female,18,3279,4158,4854,5646,6675,8319,9855,12564,17100,24813,
AgeGroup B,200,B: 0-14 yrs,EthTotal,11,Maori (Total),99,Both Sexes,33,6597,8466,9927,11739,13863,17070,20286,25713,35025,51198,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthTotal,12,Pacific People (Total),1,Male,,897,1140,1470,1977,2361,3096,4080,6804,10920,18555,
AgeGroup B,200,B: 0-14 yrs,EthTotal,12,Pacific People (Total),2,Female,6,915,1125,1350,1845,2103,3027,3828,6585,10230,18036,
AgeGroup B,200,B: 0-14 yrs,EthTotal,12,Pacific People (Total),99,Both Sexes,6,1812,2265,2820,3819,4461,6123,7908,13392,21150,36594,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthTotal,14,Asian (Total),1,Male,9,3405,3477,4047,4188,4287,4329,4278,4389,4041,3153,
AgeGroup B,200,B: 0-14 yrs,EthTotal,14,Asian (Total),2,Female,,3399,3393,3669,3945,4038,4074,4008,4269,3654,2901,
AgeGroup B,200,B: 0-14 yrs,EthTotal,14,Asian (Total),99,Both Sexes,9,6807,6867,7716,8133,8325,8403,8286,8658,7695,6054,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthTotal,15,NonMaoriNonPacNonAs,1,Male,48,37722,34380,31638,29319,26799,24333,21990,18522,15264,9867,
AgeGroup B,200,B: 0-14 yrs,EthTotal,15,NonMaoriNonPacNonAs,2,Female,48,36090,32709,30033,28134,25704,23334,20532,17439,14772,9408,
AgeGroup B,200,B: 0-14 yrs,EthTotal,15,NonMaoriNonPacNonAs,99,Both Sexes,93,73812,67089,61671,57453,52503,47667,42522,35958,30036,19275,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthPrior,21,Maori (Prioritised),1,Male,18,3321,4305,5076,6093,7185,8751,10431,13152,17925,26388,
AgeGroup B,200,B: 0-14 yrs,EthPrior,21,Maori (Prioritised),2,Female,18,3279,4158,4854,5646,6675,8319,9855,12564,17100,24813,
AgeGroup B,200,B: 0-14 yrs,EthPrior,21,Maori (Prioritised),99,Both Sexes,33,6597,8466,9927,11739,13863,17070,20286,25713,35025,51198,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthPrior,22,Pacific People (Prioritised),1,Male,,645,822,1026,1359,1626,2160,2916,5010,8334,14670,
AgeGroup B,200,B: 0-14 yrs,EthPrior,22,Pacific People (Prioritised),2,Female,,651,780,939,1281,1470,2094,2700,4833,7821,14394,
AgeGroup B,200,B: 0-14 yrs,EthPrior,22,Pacific People (Prioritised),99,Both Sexes,6,1299,1602,1965,2637,3099,4251,5613,9843,16158,29067,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthPrior,23,NonMaoriNonPac,1,Male,54,40986,37704,35496,33294,30816,28401,25938,22491,18729,12294,
AgeGroup B,200,B: 0-14 yrs,EthPrior,23,NonMaoriNonPac,2,Female,48,39321,35976,33513,31878,29487,27147,24204,21228,17907,11643,
AgeGroup B,200,B: 0-14 yrs,EthPrior,23,NonMaoriNonPac,99,Both Sexes,102,80307,73680,69009,65172,60303,55545,50142,43719,36639,23937,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthPrior,24,Asian (Prioritised),1,Male,9,3270,3324,3858,3978,4017,4065,3951,3969,3468,2427,
AgeGroup B,200,B: 0-14 yrs,EthPrior,24,Asian (Prioritised),2,Female,,3231,3267,3480,3741,3783,3813,3672,3792,3138,2235,
AgeGroup B,200,B: 0-14 yrs,EthPrior,24,Asian (Prioritised),99,Both Sexes,9,6498,6591,7338,7719,7800,7878,7623,7758,6606,4662,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthPrior,25,NonMaoriNonPacNonAs,1,Male,48,37722,34380,31638,29319,26799,24333,21990,18522,15264,9867,
AgeGroup B,200,B: 0-14 yrs,EthPrior,25,NonMaoriNonPacNonAs,2,Female,48,36090,32709,30033,28134,25704,23334,20532,17439,14772,9408,
AgeGroup B,200,B: 0-14 yrs,EthPrior,25,NonMaoriNonPacNonAs,99,Both Sexes,93,73812,67089,61671,57453,52503,47667,42522,35958,30036,19275,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndMaori,31,Maori,1,Male,18,3321,4305,5076,6093,7185,8751,10431,13152,17925,26388,
AgeGroup B,200,B: 0-14 yrs,EthIndMaori,31,Maori,2,Female,18,3279,4158,4854,5646,6675,8319,9855,12564,17100,24813,
AgeGroup B,200,B: 0-14 yrs,EthIndMaori,31,Maori,99,Both Sexes,33,6597,8466,9927,11739,13863,17070,20286,25713,35025,51198,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndMaori,39,Non-Maori,1,Male,57,41634,38526,36522,34650,32442,30561,28854,27495,27066,26964,
AgeGroup B,200,B: 0-14 yrs,EthIndMaori,39,Non-Maori,2,Female,48,39972,36756,34452,33159,30960,29238,26901,26064,25731,26040,
AgeGroup B,200,B: 0-14 yrs,EthIndMaori,39,Non-Maori,99,Both Sexes,105,81606,75279,70974,67809,63402,59799,55758,53562,52797,53004,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndPac,42,Pacific Peoples,1,Male,,897,1140,1470,1977,2361,3096,4080,6804,10920,18555,
AgeGroup B,200,B: 0-14 yrs,EthIndPac,42,Pacific Peoples,2,Female,6,915,1125,1350,1845,2103,3027,3828,6585,10230,18036,
AgeGroup B,200,B: 0-14 yrs,EthIndPac,42,Pacific Peoples,99,Both Sexes,6,1812,2265,2820,3819,4461,6123,7908,13392,21150,36594,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndPac,49,Non-Pacific Peoples,1,Male,72,44058,41691,40125,38769,37272,36216,35205,33843,34074,34797,
AgeGroup B,200,B: 0-14 yrs,EthIndPac,49,Non-Pacific Peoples,2,Female,63,42333,39789,37956,36960,35532,34530,32925,32043,32601,32814,
AgeGroup B,200,B: 0-14 yrs,EthIndPac,49,Non-Pacific Peoples,99,Both Sexes,135,86394,81483,78084,75732,72801,70746,68133,65886,66675,67611,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndAsian,54,Asian,1,Male,9,3405,3477,4047,4188,4287,4329,4278,4389,4041,3153,
AgeGroup B,200,B: 0-14 yrs,EthIndAsian,54,Asian,2,Female,,3399,3393,3669,3945,4038,4074,4008,4269,3654,2901,
AgeGroup B,200,B: 0-14 yrs,EthIndAsian,54,Asian,99,Both Sexes,9,6807,6867,7716,8133,8325,8403,8286,8658,7695,6054,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndAsian,59,Non-Asian,1,Male,66,41550,39357,37551,36558,35343,34983,35007,36255,40950,50199,
AgeGroup B,200,B: 0-14 yrs,EthIndAsian,59,Non-Asian,2,Female,66,39849,37521,35634,34857,33597,33483,32748,34362,39177,47952,
AgeGroup B,200,B: 0-14 yrs,EthIndAsian,59,Non-Asian,99,Both Sexes,132,81396,76878,73185,71418,68940,68466,67755,70617,80127,98148,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndEuro,66,European (NZ European and Other European),1,Male,51,35901,33321,31200,29853,28545,26874,25599,23367,21777,17718,
AgeGroup B,200,B: 0-14 yrs,EthIndEuro,66,European (NZ European and Other European),2,Female,57,34575,31905,29868,28671,27216,26022,23982,22275,21159,16788,
AgeGroup B,200,B: 0-14 yrs,EthIndEuro,66,European (NZ European and Other European),99,Both Sexes,108,70476,65226,61068,58521,55761,52893,49581,45645,42936,34509,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndEuro,69,Non-European,1,Male,21,9054,9510,10398,10893,11085,12438,13686,17277,23217,35631,
AgeGroup B,200,B: 0-14 yrs,EthIndEuro,69,Non-European,2,Female,9,8676,9009,9438,10134,10416,11535,12771,16353,21672,34065,
AgeGroup B,200,B: 0-14 yrs,EthIndEuro,69,Non-European,99,Both Sexes,30,17730,18519,19833,21027,21504,23973,26457,33630,44889,69696,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndMELAA,77,MELAA,1,Male,,321,378,384,405,411,489,573,534,699,750,
AgeGroup B,200,B: 0-14 yrs,EthIndMELAA,77,MELAA,2,Female,,273,312,360,363,399,492,534,498,639,738,
AgeGroup B,200,B: 0-14 yrs,EthIndMELAA,77,MELAA,99,Both Sexes,,591,690,741,768,813,981,1107,1032,1338,1491,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndMELAA,79,Non-MELAA,1,Male,75,44634,42453,41217,40341,39216,38823,38712,40113,44295,52602,
AgeGroup B,200,B: 0-14 yrs,EthIndMELAA,79,Non-MELAA,2,Female,66,42975,40602,38943,38442,37233,37065,36219,38130,42192,50112,
AgeGroup B,200,B: 0-14 yrs,EthIndMELAA,79,Non-MELAA,99,Both Sexes,141,87609,83055,80157,78783,76455,75888,74931,78246,86487,102714,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",1,Male,6,5934,5676,5451,5010,4494,4188,3741,3330,2679,1743,
AgeGroup B,200,B: 0-14 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",2,Female,6,5676,5388,5013,4785,4272,3861,3447,3000,2439,1686,
AgeGroup B,200,B: 0-14 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",99,Both Sexes,12,11607,11064,10464,9798,8766,8052,7191,6330,5121,3432,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",1,Male,69,39021,37155,36147,35736,35136,35121,35544,37317,42312,51606,
AgeGroup B,200,B: 0-14 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",2,Female,60,37575,35529,34290,34020,33363,33696,33306,35628,40389,49167,
AgeGroup B,200,B: 0-14 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",99,Both Sexes,129,76596,72684,70437,69753,68499,68817,68850,72948,82701,100773,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,1,Male,54,40986,37704,35496,33294,30816,28401,25938,22491,18729,12294,
AgeGroup B,200,B: 0-14 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,2,Female,48,39321,35976,33513,31878,29487,27147,24204,21228,17907,11643,
AgeGroup B,200,B: 0-14 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,99,Both Sexes,102,80307,73680,69009,65172,60303,55545,50142,43719,36639,23937,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,200,B: 0-14 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,1,Male,18,3966,5127,6102,7452,8814,10911,13347,18159,26262,41055,
AgeGroup B,200,B: 0-14 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,2,Female,18,3930,4941,5790,6927,8148,10410,12552,17397,24924,39210,
AgeGroup B,200,B: 0-14 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,99,Both Sexes,39,7893,10065,11892,14379,16962,21324,25899,35559,51183,80268,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthTotal,11,Maori (Total),1,Male,18,1617,2100,2559,2922,3561,4548,5226,6570,8730,11523,
AgeGroup B,215,B:15-24 yrs,EthTotal,11,Maori (Total),2,Female,9,1542,2007,2427,2865,3636,4578,5475,6945,9525,12927,
AgeGroup B,215,B:15-24 yrs,EthTotal,11,Maori (Total),99,Both Sexes,27,3156,4110,4986,5787,7197,9129,10701,13515,18252,24450,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthTotal,12,Pacific People (Total),1,Male,,414,546,744,1005,1197,1599,2031,3294,4914,8187,
AgeGroup B,215,B:15-24 yrs,EthTotal,12,Pacific People (Total),2,Female,,411,528,690,957,1077,1560,1986,3408,5112,8748,
AgeGroup B,215,B:15-24 yrs,EthTotal,12,Pacific People (Total),99,Both Sexes,6,825,1074,1431,1962,2271,3159,4014,6699,10026,16935,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthTotal,14,Asian (Total),1,Male,9,2610,3120,3507,3840,4032,4410,4347,4626,4779,3684,
AgeGroup B,215,B:15-24 yrs,EthTotal,14,Asian (Total),2,Female,6,2466,3084,3492,3729,3924,4224,4305,4656,4758,4092,
AgeGroup B,215,B:15-24 yrs,EthTotal,14,Asian (Total),99,Both Sexes,12,5076,6204,6996,7569,7953,8637,8652,9279,9537,7779,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthTotal,15,NonMaoriNonPacNonAs,1,Male,63,19527,18978,19122,17691,17646,17427,16746,15348,15099,8673,
AgeGroup B,215,B:15-24 yrs,EthTotal,15,NonMaoriNonPacNonAs,2,Female,69,17961,17217,17622,16569,16800,17250,16929,15348,16170,9120,
AgeGroup B,215,B:15-24 yrs,EthTotal,15,NonMaoriNonPacNonAs,99,Both Sexes,132,37488,36195,36741,34260,34449,34674,33675,30699,31266,17790,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthPrior,21,Maori (Prioritised),1,Male,18,1617,2100,2559,2922,3561,4548,5226,6570,8730,11523,
AgeGroup B,215,B:15-24 yrs,EthPrior,21,Maori (Prioritised),2,Female,9,1542,2007,2427,2865,3636,4578,5475,6945,9525,12927,
AgeGroup B,215,B:15-24 yrs,EthPrior,21,Maori (Prioritised),99,Both Sexes,27,3156,4110,4986,5787,7197,9129,10701,13515,18252,24450,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthPrior,22,Pacific People (Prioritised),1,Male,,333,432,618,834,954,1302,1671,2778,4152,7119,
AgeGroup B,215,B:15-24 yrs,EthPrior,22,Pacific People (Prioritised),2,Female,,327,411,546,783,870,1242,1620,2808,4347,7551,
AgeGroup B,215,B:15-24 yrs,EthPrior,22,Pacific People (Prioritised),99,Both Sexes,,663,843,1167,1617,1821,2544,3294,5583,8502,14670,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthPrior,23,NonMaoriNonPac,1,Male,69,22098,22029,22563,21450,21591,21735,20964,19803,19662,12123,
AgeGroup B,215,B:15-24 yrs,EthPrior,23,NonMaoriNonPac,2,Female,78,20385,20232,21042,20199,20622,21363,21108,19806,20715,12918,
AgeGroup B,215,B:15-24 yrs,EthPrior,23,NonMaoriNonPac,99,Both Sexes,144,42483,42264,43605,41649,42213,43101,42069,39609,40374,25041,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthPrior,24,Asian (Prioritised),1,Male,9,2574,3051,3441,3759,3942,4308,4215,4455,4563,3453,
AgeGroup B,215,B:15-24 yrs,EthPrior,24,Asian (Prioritised),2,Female,6,2424,3021,3420,3630,3822,4116,4179,4458,4545,3798,
AgeGroup B,215,B:15-24 yrs,EthPrior,24,Asian (Prioritised),99,Both Sexes,12,4995,6069,6861,7389,7764,8424,8397,8910,9108,7254,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthPrior,25,NonMaoriNonPacNonAs,1,Male,63,19527,18978,19122,17691,17646,17427,16746,15348,15099,8673,
AgeGroup B,215,B:15-24 yrs,EthPrior,25,NonMaoriNonPacNonAs,2,Female,69,17961,17217,17622,16569,16800,17250,16929,15348,16170,9120,
AgeGroup B,215,B:15-24 yrs,EthPrior,25,NonMaoriNonPacNonAs,99,Both Sexes,132,37488,36195,36741,34260,34449,34674,33675,30699,31266,17790,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndMaori,31,Maori,1,Male,18,1617,2100,2559,2922,3561,4548,5226,6570,8730,11523,
AgeGroup B,215,B:15-24 yrs,EthIndMaori,31,Maori,2,Female,9,1542,2007,2427,2865,3636,4578,5475,6945,9525,12927,
AgeGroup B,215,B:15-24 yrs,EthIndMaori,31,Maori,99,Both Sexes,27,3156,4110,4986,5787,7197,9129,10701,13515,18252,24450,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndMaori,39,Non-Maori,1,Male,69,22434,22461,23181,22281,22545,23037,22635,22581,23814,19245,
AgeGroup B,215,B:15-24 yrs,EthIndMaori,39,Non-Maori,2,Female,78,20715,20646,21585,20985,21489,22608,22731,22611,25062,20469,
AgeGroup B,215,B:15-24 yrs,EthIndMaori,39,Non-Maori,99,Both Sexes,147,43146,43107,44769,43263,44034,45642,45363,45192,48879,39714,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndPac,42,Pacific Peoples,1,Male,,414,546,744,1005,1197,1599,2031,3294,4914,8187,
AgeGroup B,215,B:15-24 yrs,EthIndPac,42,Pacific Peoples,2,Female,,411,528,690,957,1077,1560,1986,3408,5112,8748,
AgeGroup B,215,B:15-24 yrs,EthIndPac,42,Pacific Peoples,99,Both Sexes,6,825,1074,1431,1962,2271,3159,4014,6699,10026,16935,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndPac,49,Non-Pacific Peoples,1,Male,84,23634,24018,24999,24198,24909,25986,25827,25857,27630,22578,
AgeGroup B,215,B:15-24 yrs,EthIndPac,49,Non-Pacific Peoples,2,Female,84,21843,22125,23325,22893,24051,25626,26223,26145,29475,24648,
AgeGroup B,215,B:15-24 yrs,EthIndPac,49,Non-Pacific Peoples,99,Both Sexes,168,45477,46143,48324,47091,48957,51612,52047,52005,57102,47226,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndAsian,54,Asian,1,Male,9,2610,3120,3507,3840,4032,4410,4347,4626,4779,3684,
AgeGroup B,215,B:15-24 yrs,EthIndAsian,54,Asian,2,Female,6,2466,3084,3492,3729,3924,4224,4305,4656,4758,4092,
AgeGroup B,215,B:15-24 yrs,EthIndAsian,54,Asian,99,Both Sexes,12,5076,6204,6996,7569,7953,8637,8652,9279,9537,7779,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndAsian,59,Non-Asian,1,Male,81,21441,21441,22236,21363,22074,23175,23511,24522,27765,27078,
AgeGroup B,215,B:15-24 yrs,EthIndAsian,59,Non-Asian,2,Female,81,19788,19572,20523,20121,21201,22962,23901,24900,29829,29304,
AgeGroup B,215,B:15-24 yrs,EthIndAsian,59,Non-Asian,99,Both Sexes,159,41226,41010,42759,41481,43278,46137,47409,49425,57594,56385,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndEuro,66,European (NZ European and Other European),1,Male,63,18357,18093,18486,17361,17652,17805,17442,16566,16800,10953,
AgeGroup B,215,B:15-24 yrs,EthIndEuro,66,European (NZ European and Other European),2,Female,63,17517,16992,17613,16965,17637,18444,18588,17664,19185,12651,
AgeGroup B,215,B:15-24 yrs,EthIndEuro,66,European (NZ European and Other European),99,Both Sexes,123,35877,35085,36102,34326,35286,36246,36033,34230,35985,23604,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndEuro,69,Non-European,1,Male,27,5691,6468,7254,7842,8454,9783,10413,12585,15744,19812,
AgeGroup B,215,B:15-24 yrs,EthIndEuro,69,Non-European,2,Female,21,4737,5661,6396,6882,7491,8745,9615,11892,15402,20748,
AgeGroup B,215,B:15-24 yrs,EthIndEuro,69,Non-European,99,Both Sexes,48,10428,12132,13653,14724,15945,18525,20028,24474,31146,40560,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndMELAA,77,MELAA,1,Male,,210,234,306,312,312,354,390,420,525,567,
AgeGroup B,215,B:15-24 yrs,EthIndMELAA,77,MELAA,2,Female,,174,219,261,273,258,309,345,357,483,501,
AgeGroup B,215,B:15-24 yrs,EthIndMELAA,77,MELAA,99,Both Sexes,,384,456,567,582,570,663,738,777,1005,1065,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndMELAA,79,Non-MELAA,1,Male,87,23838,24324,25440,24891,25794,27234,27465,28731,32019,30201,
AgeGroup B,215,B:15-24 yrs,EthIndMELAA,79,Non-MELAA,2,Female,84,22083,22434,23751,23577,24864,26874,27861,29196,34104,32898,
AgeGroup B,215,B:15-24 yrs,EthIndMELAA,79,Non-MELAA,99,Both Sexes,171,45921,46758,49191,48468,50658,54108,55326,57927,66123,63099,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",1,Male,12,2766,2628,2574,2445,2430,2442,2178,2106,1965,1080,
AgeGroup B,215,B:15-24 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",2,Female,12,2103,2076,2067,1959,1929,2043,1911,1737,1680,945,
AgeGroup B,215,B:15-24 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",99,Both Sexes,24,4869,4704,4641,4404,4359,4488,4089,3846,3645,2025,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",1,Male,75,21285,21933,23169,22758,23676,25143,25677,27045,30579,29685,
AgeGroup B,215,B:15-24 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",2,Female,72,20151,20577,21945,21891,23193,25143,26295,27816,32907,32448,
