Age_Var,Age_Level,Age_Label,Eth_Var,Eth_Level,Eth_Label,Sex_code,Sex_Label,DepMissing,Dep1,Dep2,Dep3,Dep4,Dep5,Dep6,Dep7,Dep8,Dep9,Dep10,Total
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthPrior,23,NonMaoriNonPac,1,Male,204,13302,13146,12828,12396,12390,11793,11247,10053,8550,6186,
AgeGroup B,265,B:65-74 yrs,EthPrior,23,NonMaoriNonPac,2,Female,360,12966,13242,13260,13272,13305,12999,12744,11637,9639,6405,
AgeGroup B,265,B:65-74 yrs,EthPrior,23,NonMaoriNonPac,99,Both Sexes,561,26268,26391,26085,25665,25692,24789,23994,21690,18192,12594,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthPrior,24,Asian (Prioritised),1,Male,,501,498,558,570,609,621,588,618,495,477,
AgeGroup B,265,B:65-74 yrs,EthPrior,24,Asian (Prioritised),2,Female,,537,510,600,612,633,636,630,642,525,516,
AgeGroup B,265,B:65-74 yrs,EthPrior,24,Asian (Prioritised),99,Both Sexes,6,1041,1008,1161,1182,1242,1257,1218,1260,1017,996,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthPrior,25,NonMaoriNonPacNonAs,1,Male,201,12798,12648,12270,11826,11784,11169,10659,9435,8058,5709,
AgeGroup B,265,B:65-74 yrs,EthPrior,25,NonMaoriNonPacNonAs,2,Female,357,12426,12732,12657,12657,12669,12363,12114,10992,9114,5889,
AgeGroup B,265,B:65-74 yrs,EthPrior,25,NonMaoriNonPacNonAs,99,Both Sexes,561,25227,25380,24927,24483,24453,23535,22773,20427,17172,11595,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndMaori,31,Maori,1,Male,18,204,276,378,408,525,759,831,1011,1512,1965,
AgeGroup B,265,B:65-74 yrs,EthIndMaori,31,Maori,2,Female,15,198,306,399,435,558,771,906,1224,1677,2292,
AgeGroup B,265,B:65-74 yrs,EthIndMaori,31,Maori,99,Both Sexes,33,402,582,777,843,1083,1530,1734,2235,3186,4260,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndMaori,39,Non-Maori,1,Male,204,13338,13215,12930,12522,12549,11976,11496,10440,9171,7374,
AgeGroup B,265,B:65-74 yrs,EthIndMaori,39,Non-Maori,2,Female,360,13020,13359,13386,13443,13473,13248,13077,12117,10347,7785,
AgeGroup B,265,B:65-74 yrs,EthIndMaori,39,Non-Maori,99,Both Sexes,567,26355,26574,26313,25965,26022,25227,24573,22560,19518,15159,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndPac,42,Pacific Peoples,1,Male,,39,75,105,129,162,192,252,393,630,1194,
AgeGroup B,265,B:65-74 yrs,EthIndPac,42,Pacific Peoples,2,Female,,57,117,129,177,177,249,339,486,717,1392,
AgeGroup B,265,B:65-74 yrs,EthIndPac,42,Pacific Peoples,99,Both Sexes,,93,192,231,303,333,441,591,882,1350,2586,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndPac,49,Non-Pacific Peoples,1,Male,222,13500,13419,13203,12798,12912,12546,12072,11058,10050,8142,
AgeGroup B,265,B:65-74 yrs,EthIndPac,49,Non-Pacific Peoples,2,Female,375,13164,13545,13656,13701,13854,13770,13647,12855,11307,8688,
AgeGroup B,265,B:65-74 yrs,EthIndPac,49,Non-Pacific Peoples,99,Both Sexes,594,26667,26964,26862,26502,26766,26313,25719,23913,21357,16833,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndAsian,54,Asian,1,Male,,507,504,564,576,618,639,597,624,510,492,
AgeGroup B,265,B:65-74 yrs,EthIndAsian,54,Asian,2,Female,,546,513,609,618,642,648,639,654,546,537,
AgeGroup B,265,B:65-74 yrs,EthIndAsian,54,Asian,99,Both Sexes,6,1053,1020,1170,1197,1260,1284,1236,1281,1056,1029,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndAsian,59,Non-Asian,1,Male,222,13032,12990,12747,12351,12456,12099,11727,10827,10173,8847,
AgeGroup B,265,B:65-74 yrs,EthIndAsian,59,Non-Asian,2,Female,372,12672,13146,13176,13257,13386,13371,13347,12687,11481,9546,
AgeGroup B,265,B:65-74 yrs,EthIndAsian,59,Non-Asian,99,Both Sexes,591,25704,26136,25926,25608,25842,25470,25071,23514,21651,18390,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndEuro,66,European (NZ European and Other European),1,Male,183,11118,11073,10743,10410,10410,9945,9588,8550,7413,5424,
AgeGroup B,265,B:65-74 yrs,EthIndEuro,66,European (NZ European and Other European),2,Female,330,11094,11454,11454,11532,11439,11274,11106,10188,8532,5670,
AgeGroup B,265,B:65-74 yrs,EthIndEuro,66,European (NZ European and Other European),99,Both Sexes,516,22212,22527,22197,21942,21849,21216,20697,18741,15942,11097,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndEuro,69,Non-European,1,Male,39,2424,2418,2565,2520,2664,2793,2736,2901,3267,3912,
AgeGroup B,265,B:65-74 yrs,EthIndEuro,69,Non-European,2,Female,42,2127,2211,2331,2343,2589,2745,2877,3153,3495,4407,
AgeGroup B,265,B:65-74 yrs,EthIndEuro,69,Non-European,99,Both Sexes,81,4548,4629,4899,4863,5253,5541,5613,6054,6762,8319,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndMELAA,77,MELAA,1,Male,,27,27,30,24,18,30,33,24,33,39,
AgeGroup B,265,B:65-74 yrs,EthIndMELAA,77,MELAA,2,Female,,33,39,30,39,33,33,33,36,48,45,
AgeGroup B,265,B:65-74 yrs,EthIndMELAA,77,MELAA,99,Both Sexes,,57,66,60,63,48,63,63,63,81,84,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndMELAA,79,Non-MELAA,1,Male,222,13515,13467,13281,12903,13056,12708,12294,11427,10647,9300,
AgeGroup B,265,B:65-74 yrs,EthIndMELAA,79,Non-MELAA,2,Female,375,13188,13626,13752,13839,13995,13989,13953,13308,11979,10035,
AgeGroup B,265,B:65-74 yrs,EthIndMELAA,79,Non-MELAA,99,Both Sexes,597,26703,27090,27033,26745,27051,26694,26247,24732,22626,19335,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",1,Male,24,2028,1914,1887,1758,1722,1635,1446,1284,1047,672,
AgeGroup B,265,B:65-74 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",2,Female,39,1683,1665,1671,1560,1659,1581,1518,1329,1119,669,
AgeGroup B,265,B:65-74 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",99,Both Sexes,66,3711,3579,3558,3315,3384,3216,2967,2610,2169,1341,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",1,Male,198,11514,11580,11424,11172,11349,11103,10878,10167,9633,8664,
AgeGroup B,265,B:65-74 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",2,Female,333,11535,11997,12111,12318,12369,12438,12465,12015,10908,9411,
AgeGroup B,265,B:65-74 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",99,Both Sexes,534,23049,23577,23535,23490,23718,23541,23340,22182,20538,18075,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,1,Male,204,13302,13146,12828,12396,12390,11793,11247,10053,8550,6186,
AgeGroup B,265,B:65-74 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,2,Female,360,12966,13242,13260,13272,13305,12999,12744,11637,9639,6405,
AgeGroup B,265,B:65-74 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,99,Both Sexes,561,26268,26391,26085,25665,25692,24789,23994,21690,18192,12594,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,1,Male,18,237,348,483,534,681,948,1077,1398,2127,3150,
AgeGroup B,265,B:65-74 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,2,Female,15,252,420,522,606,726,1020,1242,1704,2385,3675,
AgeGroup B,265,B:65-74 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,99,Both Sexes,33,492,768,1005,1140,1407,1965,2316,3105,4515,6825,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthTotal,11,Maori (Total),1,Male,9,69,96,123,138,177,246,258,360,477,636,
AgeGroup B,275,B:75+ yrs,EthTotal,11,Maori (Total),2,Female,18,114,147,177,210,276,294,426,543,756,915,
AgeGroup B,275,B:75+ yrs,EthTotal,11,Maori (Total),99,Both Sexes,30,180,240,303,345,450,543,684,903,1233,1551,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthTotal,12,Pacific People (Total),1,Male,,21,45,39,54,48,60,99,156,228,435,
AgeGroup B,275,B:75+ yrs,EthTotal,12,Pacific People (Total),2,Female,6,30,45,63,87,93,129,165,258,366,651,
AgeGroup B,275,B:75+ yrs,EthTotal,12,Pacific People (Total),99,Both Sexes,6,51,87,102,144,144,186,261,414,591,1086,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthTotal,14,Asian (Total),1,Male,6,162,192,195,201,219,198,216,213,207,156,
AgeGroup B,275,B:75+ yrs,EthTotal,14,Asian (Total),2,Female,6,198,267,300,276,276,234,264,303,234,156,
AgeGroup B,275,B:75+ yrs,EthTotal,14,Asian (Total),99,Both Sexes,9,360,459,495,480,498,435,480,519,444,309,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthTotal,15,NonMaoriNonPacNonAs,1,Male,849,7797,8493,8502,9063,9279,9165,9711,8715,7374,4725,
AgeGroup B,275,B:75+ yrs,EthTotal,15,NonMaoriNonPacNonAs,2,Female,1704,9825,10764,11724,13401,13824,13968,15180,14400,11940,6978,
AgeGroup B,275,B:75+ yrs,EthTotal,15,NonMaoriNonPacNonAs,99,Both Sexes,2559,17622,19257,20226,22470,23106,23130,24891,23118,19314,11706,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthPrior,21,Maori (Prioritised),1,Male,9,69,96,123,138,177,246,258,360,477,636,
AgeGroup B,275,B:75+ yrs,EthPrior,21,Maori (Prioritised),2,Female,18,114,147,177,210,276,294,426,543,756,915,
AgeGroup B,275,B:75+ yrs,EthPrior,21,Maori (Prioritised),99,Both Sexes,30,180,240,303,345,450,543,684,903,1233,1551,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthPrior,22,Pacific People (Prioritised),1,Male,,18,45,36,54,48,57,96,153,225,432,
AgeGroup B,275,B:75+ yrs,EthPrior,22,Pacific People (Prioritised),2,Female,6,30,42,63,87,93,129,165,255,360,642,
AgeGroup B,275,B:75+ yrs,EthPrior,22,Pacific People (Prioritised),99,Both Sexes,6,48,84,99,141,141,189,261,408,585,1071,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthPrior,23,NonMaoriNonPac,1,Male,858,7959,8682,8694,9267,9498,9357,9927,8925,7578,4875,
AgeGroup B,275,B:75+ yrs,EthPrior,23,NonMaoriNonPac,2,Female,1710,10020,11031,12015,13677,14097,14202,15441,14694,12168,7128,
AgeGroup B,275,B:75+ yrs,EthPrior,23,NonMaoriNonPac,99,Both Sexes,2568,17976,19710,20709,22944,23598,23559,25368,23622,19746,12003,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthPrior,24,Asian (Prioritised),1,Male,6,162,186,195,201,219,195,213,207,204,150,
AgeGroup B,275,B:75+ yrs,EthPrior,24,Asian (Prioritised),2,Female,6,195,264,291,276,273,234,261,294,228,147,
AgeGroup B,275,B:75+ yrs,EthPrior,24,Asian (Prioritised),99,Both Sexes,9,357,456,486,477,492,426,477,504,432,297,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthPrior,25,NonMaoriNonPacNonAs,1,Male,849,7797,8493,8502,9063,9279,9165,9711,8715,7374,4725,
AgeGroup B,275,B:75+ yrs,EthPrior,25,NonMaoriNonPacNonAs,2,Female,1704,9825,10764,11724,13401,13824,13968,15180,14400,11940,6978,
AgeGroup B,275,B:75+ yrs,EthPrior,25,NonMaoriNonPacNonAs,99,Both Sexes,2559,17622,19257,20226,22470,23106,23130,24891,23118,19314,11706,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndMaori,31,Maori,1,Male,9,69,96,123,138,177,246,258,360,477,636,
AgeGroup B,275,B:75+ yrs,EthIndMaori,31,Maori,2,Female,18,114,147,177,210,276,294,426,543,756,915,
AgeGroup B,275,B:75+ yrs,EthIndMaori,31,Maori,99,Both Sexes,30,180,240,303,345,450,543,684,903,1233,1551,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndMaori,39,Non-Maori,1,Male,858,7977,8724,8733,9318,9546,9414,10023,9078,7800,5307,
AgeGroup B,275,B:75+ yrs,EthIndMaori,39,Non-Maori,2,Female,1713,10050,11073,12078,13764,14190,14331,15606,14952,12528,7767,
AgeGroup B,275,B:75+ yrs,EthIndMaori,39,Non-Maori,99,Both Sexes,2568,18027,19794,20808,23082,23736,23745,25626,24030,20328,13077,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndPac,42,Pacific Peoples,1,Male,,21,45,39,54,48,60,99,156,228,435,
AgeGroup B,275,B:75+ yrs,EthIndPac,42,Pacific Peoples,2,Female,6,30,45,63,87,93,129,165,258,366,651,
AgeGroup B,275,B:75+ yrs,EthIndPac,42,Pacific Peoples,99,Both Sexes,6,51,87,102,144,144,186,261,414,591,1086,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndPac,49,Non-Pacific Peoples,1,Male,867,8025,8775,8814,9402,9675,9603,10182,9279,8052,5508,
AgeGroup B,275,B:75+ yrs,EthIndPac,49,Non-Pacific Peoples,2,Female,1728,10131,11175,12192,13884,14370,14496,15867,15234,12918,8034,
AgeGroup B,275,B:75+ yrs,EthIndPac,49,Non-Pacific Peoples,99,Both Sexes,2595,18156,19950,21006,23286,24045,24099,26049,24516,20970,13539,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndAsian,54,Asian,1,Male,6,162,192,195,201,219,198,216,213,207,156,
AgeGroup B,275,B:75+ yrs,EthIndAsian,54,Asian,2,Female,6,198,267,300,276,276,234,264,303,234,156,
AgeGroup B,275,B:75+ yrs,EthIndAsian,54,Asian,99,Both Sexes,9,360,459,495,480,498,435,480,519,444,309,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndAsian,59,Non-Asian,1,Male,861,7884,8631,8658,9255,9501,9465,10068,9225,8070,5787,
AgeGroup B,275,B:75+ yrs,EthIndAsian,59,Non-Asian,2,Female,1728,9966,10950,11955,13695,14187,14391,15765,15189,13050,8532,
AgeGroup B,275,B:75+ yrs,EthIndAsian,59,Non-Asian,99,Both Sexes,2589,17847,19581,20616,22950,23691,23856,25830,24414,21120,14316,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndEuro,66,European (NZ European and Other European),1,Male,813,7266,7914,7920,8499,8709,8661,9213,8316,7074,4578,
AgeGroup B,275,B:75+ yrs,EthIndEuro,66,European (NZ European and Other European),2,Female,1647,9300,10185,11106,12699,13101,13290,14391,13707,11433,6771,
AgeGroup B,275,B:75+ yrs,EthIndEuro,66,European (NZ European and Other European),99,Both Sexes,2460,16566,18096,19026,21195,21810,21948,23604,22020,18507,11352,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndEuro,69,Non-European,1,Male,54,777,909,933,960,1014,1002,1068,1122,1203,1362,
AgeGroup B,275,B:75+ yrs,EthIndEuro,69,Non-European,2,Female,84,861,1035,1149,1275,1362,1338,1641,1785,1851,1911,
AgeGroup B,275,B:75+ yrs,EthIndEuro,69,Non-European,99,Both Sexes,141,1641,1941,2085,2235,2376,2340,2709,2907,3057,3276,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndMELAA,77,MELAA,1,Male,,12,12,18,12,12,18,18,18,21,12,
AgeGroup B,275,B:75+ yrs,EthIndMELAA,77,MELAA,2,Female,,18,18,24,12,12,18,18,18,18,24,
AgeGroup B,275,B:75+ yrs,EthIndMELAA,77,MELAA,99,Both Sexes,,30,30,39,24,27,33,33,33,45,39,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndMELAA,79,Non-MELAA,1,Male,867,8034,8808,8835,9447,9711,9645,10263,9420,8256,5928,
AgeGroup B,275,B:75+ yrs,EthIndMELAA,79,Non-MELAA,2,Female,1731,10143,11202,12231,13959,14448,14607,16014,15477,13263,8661,
AgeGroup B,275,B:75+ yrs,EthIndMELAA,79,Non-MELAA,99,Both Sexes,2598,18177,20007,21066,23406,24159,24255,26280,24897,21519,14586,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",1,Male,51,672,741,735,762,738,684,702,591,504,291,
AgeGroup B,275,B:75+ yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",2,Female,93,711,783,846,951,999,966,1167,1026,825,468,
AgeGroup B,275,B:75+ yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",99,Both Sexes,144,1380,1524,1581,1716,1737,1653,1866,1617,1332,759,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",1,Male,816,7374,8079,8118,8697,8985,8979,9579,8847,7773,5652,
AgeGroup B,275,B:75+ yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",2,Female,1641,9453,10437,11409,13020,13467,13659,14865,14466,12456,8217,
AgeGroup B,275,B:75+ yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",99,Both Sexes,2457,16827,18513,19530,21717,22449,22635,24447,23313,20232,13869,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,1,Male,858,7959,8682,8694,9267,9498,9357,9927,8925,7578,4875,
AgeGroup B,275,B:75+ yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,2,Female,1710,10020,11031,12015,13677,14097,14202,15441,14694,12168,7128,
AgeGroup B,275,B:75+ yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,99,Both Sexes,2568,17976,19710,20709,22944,23598,23559,25368,23622,19746,12003,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,275,B:75+ yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,1,Male,9,87,138,159,192,225,303,354,513,699,1068,
AgeGroup B,275,B:75+ yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,2,Female,21,144,186,240,294,363,423,591,798,1116,1557,
AgeGroup B,275,B:75+ yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,99,Both Sexes,33,228,327,399,486,591,729,945,1308,1818,2622,
